Headline,Summary,Link,Date
The Cisco Foundation: Investing in Africa’s Clean Energy Transition,"Our conviction in Africa’s vast potential is part of what fuels the climate investment strategy of the Cisco Foundation. Among our vision, we see the transition to clean energy not just as a necessity, but as a catalyst for inclusive growth and digital innovation.",https://www.csrwire.com/press_releases/792826-cisco-foundation-investing-africas-clean-energy-transition,01-17-24
Crown Highlights Several Facilities for Exceptional Sustainability Efforts,"Crown Holdings, Inc. (NYSE: CCK) (Crown) (www.crowncork.com) has announced the latest winners of its annual Chairman's Sustainability Awards, which honor individual manufacturing facilities within the Company's global network for exemplary contributions across three categories.",https://www.csrwire.com/press_releases/792821-crown-highlights-several-facilities-exceptional-sustainability-efforts,01-17-24
Investment and Impact: KeyBank Farmers Market Fills a Food Void in Buffalo ,"Following the racially motivated shooting that took place at a supermarket in Buffalo, NY on May 14, 2022, KeyBank Corporate Responsibility Officer Chiwuike “Chi-Chi” Owunwanne worked with community partners to bring a farmers’ market to the Delavan-Grider community. ",https://www.csrwire.com/press_releases/792816-investment-and-impact-keybank-farmers-market-fills-food-void-buffalo,01-17-24
Rockwell Automation Releases 2023 Sustainability Report Outlining Progress and Outcomes,"Rockwell Automation, Inc. (NYSE: ROK) today published its 2023 Sustainability Report detailing the company's sustainability progress and outcomes, and how Rockwell is partnering across the manufacturing industry and communities worldwide to create sustainable impact and change.",https://www.csrwire.com/press_releases/792811-rockwell-automation-releases-2023-sustainability-report-outlining-progress,01-17-24
The Benefits of Early STEM Education,"By encouraging STEM education early on in their lives — before high school, and even before middle school — we can nurture the next generation of engineers, scientists, and technology leaders.",https://www.csrwire.com/press_releases/792806-benefits-early-stem-education,01-17-24
The Inventor Series Sponsored By Qualcomm: Featuring CurveAssure,Antony Fuleihan was visiting hospitals as part of his Master’s Degree studies in biomedical engineering at Johns Hopkins University when he first considered becoming an entrepreneur.,https://www.csrwire.com/press_releases/792801-inventor-series-sponsored-qualcomm-featuring-curveassure,01-17-24
Cadence Soars up the Wall Street Journal List of Best Managed Companies in 2023,"We are thrilled to announce that Cadence has secured the #74 spot on the 2023 Wall Street Journal List of Best Managed Companies. This notable ranking places us at the forefront of our industry, alongside renowned tech giants such as Microsoft and Apple. ",https://www.csrwire.com/press_releases/792796-cadence-soars-wall-street-journal-list-best-managed-companies-2023,01-17-24
Gilead Sciences with Emma's Story: Self-Advocacy in Breast Cancer.,"“It's an experience that I hope no one goes through, but it's an empowering experience.” ",https://www.csrwire.com/press_releases/792791-gilead-sciences-emmas-story-self-advocacy-breast-cancer,01-17-24
JBL Continues To Dominate the PartyBox Category With Unparalleled Power: Unveiling the Ultimate Next Generation PartyBox Lineup," JBL, global leader in portable audio, unveils the latest evolution of its fan-favorite PartyBox series. Introducing the JBL PartyBox Club 120, JBL PartyBox Stage 320, and JBL PartyBox Wireless Mic, JBL unlocks limitless possibilities for entertaining with exciting features.",https://www.csrwire.com/press_releases/792786-jbl-continues-dominate-partybox-category-unparalleled-power-unveiling,01-17-24
Momentum Growing for Use of Building Performance Standards To Support Commercial Real Estate Decarbonization,"A growing number of local U.S. jurisdictions are implementing building performance standards (BPS) to combat carbon emissions in the real estate sector, creating new financial and reputational considerations for building owners, according to a new report by CBRE.",https://www.csrwire.com/press_releases/792781-momentum-growing-use-building-performance-standards-support-commercial-real,01-17-24
Improving Literacy Starts With a Story: First Book and the Tata Group of Companies Join To Celebrate and Inspire Reading,"Tata Sons North America and First Book, the largest online network of educators serving children in need, have been working together since 2008 to eliminate existing barriers to education. ",https://www.csrwire.com/press_releases/792776-improving-literacy-starts-story-first-book-and-tata-group-companies-join,01-17-24
Is the Future of Farming Soilless?,"The global population is predicted to reach 9.7 billion by 2050. To feed everyone, it is estimated that global food production will need to increase by up to 70 percent in the next 30 years.",https://www.csrwire.com/press_releases/792771-future-farming-soilless,01-17-24
FedEx Makes a Special Delivery to the Salvation Army,"The global delivery company presented representatives from The Salvation Army’s South East division with a new Incident Response Unit (IRU) at Rochester Fire Station, the 23rd vehicle FedEx has donated to charities across the world since 2006.",https://www.csrwire.com/press_releases/792766-fedex-makes-special-delivery-salvation-army,01-17-24
Medtronic LABS President Ruchika Singhal Named “Corporate Social Innovator of the Year” by Schwab Foundation,"For nearly a decade, Medtronic LABS, an independent nonprofit organization supported by Medtronic, has been bringing together health systems, governments, local innovators, companies, and non-governmental organizations to remove healthcare barriers.",https://www.csrwire.com/press_releases/792761-medtronic-labs-president-ruchika-singhal-named-corporate-social-innovator,01-17-24
Why Choose a Green Career?,"​It was recently Green Careers Week in the UK and as sustainability recruitment and development specialists, we’re receiving more and more requests from people at all stages of their careers asking, “How can I get into sustainability?”",https://www.csrwire.com/press_releases/792756-why-choose-green-career,01-17-24
Authentic Leadership: Lenovo ERG Leaders Reflect on Their Power of Purpose,"For the past three years, Lenovo Foundation has offered a special opportunity for Lenovo’s employee resource groups (ERGs). ",https://www.csrwire.com/press_releases/792751-authentic-leadership-lenovo-erg-leaders-reflect-their-power-purpose,01-17-24
Passing the ‘Torch’ to the Next Generation of Tradesworkers,"After a long, successful career in the field, the welding units have been given a second life in education. Enbridge employees recognized that rather than disposal of the equipment, it might be put to good use by the schools and students.",https://www.csrwire.com/press_releases/792746-passing-torch-next-generation-tradesworkers,01-17-24
Think Realty and Land Betterment: How Real Estate Can Create Both Positive Social and Commercial Outcomes,"In Think Realty’s magazine, Kirk Taylor writes about how we can simultaneously solve commercial & social aspects of housing. He challenges real estate professionals to think creatively about how we can solve housing needs as well as minimize the hurdles of completing new homes.",https://www.csrwire.com/press_releases/792741-think-realty-and-land-betterment-how-real-estate-can-create-both-positive,01-17-24
Beyond Business: Principal® Provides Office Space to Pi515,"Principal Financial Group® welcomes Pi515 to its global headquarters through a lease providing the Des Moines tech-focused nonprofit in-kind office space. Beginning today, Pi515 will operate on the first floor of 710 9th Street on the Principal® campus.",https://www.csrwire.com/press_releases/792736-beyond-business-principalr-provides-office-space-pi515,01-17-24
Mycelium-Based Mega Ranch Scales Production,"Meati, a producer of animal-free meat made from mycelium, partnered with CRB on its new ‘Mega Ranch’ in Thornton, Colorado.",https://www.csrwire.com/press_releases/792731-mycelium-based-mega-ranch-scales-production,01-17-24
CNH Leads the Way in Smart Farming With MyPLM Connect,CNH brand New Holland Agriculture continues to redefine connected farming with the integration of MyPLM®Connect to its best-selling TT and TT4 tractors.,https://www.csrwire.com/press_releases/792726-cnh-leads-way-smart-farming-myplm-connect,01-17-24
"Duke Energy Donates $500,000 To Support Environmental Impact Programs in North Carolina Communities","As North Carolina continues to grow and lead the clean energy transition, the Duke Energy Foundation will donate more than $500,000 in grants to support programs to strengthen local nonprofit organizations and advance environmental programs.",https://www.csrwire.com/press_releases/792716-duke-energy-donates-500000-support-environmental-impact-programs-north,01-16-24
